1471361490.583920 0.000000 0.000000 0.000000 0.000000 0.000000 
1471361490.626638 0.000000 0.000000 0.000000 0.000000 0.000000 
1471361490.656475 0.000000 0.000000 0.000000 0.000000 0.000000 
1471361490.690662 -1.501052 -14.999306 -1.565885 0.000000 0.000000 
1471361490.723601 -1.501052 -14.999306 -1.565885 0.000000 -0.000000 
1471361490.753886 -1.501052 -14.999306 -1.565885 0.000000 -0.000000 
1471361490.789392 -1.501052 -14.999306 -1.565885 0.006985 1.969220 
1471361490.821967 -1.500881 -14.999386 -1.499972 0.005187 1.967082 
1471361490.859314 -1.500736 -14.999420 -1.434111 0.007458 1.969213 
1471361490.886771 -1.500763 -14.999667 -1.368337 0.019876 1.957433 
1471361490.919146 -1.500879 -15.000136 -1.302666 0.017509 1.963614 
1471361490.956203 -1.500975 -15.000055 -1.204521 0.008589 1.925735 
1471361490.989596 -1.501171 -15.000115 -1.139794 0.022794 1.909910 
1471361491.021972 -1.501204 -15.000350 -1.107553 0.029329 1.940956 
1471361491.056622 -1.501215 -15.000119 -1.010154 0.022255 1.944305 
1471361491.084377 -1.501169 -15.000134 -0.977819 0.041062 1.895226 
1471361491.121519 -1.501172 -14.999947 -0.912833 0.024481 1.946488 
1471361491.152063 -1.500852 -14.999894 -0.848202 0.049315 1.882669 
1471361491.189569 -1.501038 -14.999874 -0.783293 0.015496 1.943117 
1471361491.222798 -1.501023 -14.999979 -0.718379 0.013924 1.948487 
1471361491.256987 -1.501028 -14.999983 -0.620276 0.018019 1.961356 
1471361491.296692 -1.500916 -15.000018 -0.555356 0.012854 1.945682 
1471361491.317686 -1.500922 -14.999806 -0.523022 0.025191 1.910732 
1471361491.356236 -1.500802 -14.999981 -0.425758 0.016094 1.944478 
1471361491.392551 -1.500723 -14.999876 -0.360748 0.021739 1.938600 
1471361491.422997 -1.500815 -14.999866 -0.296279 0.020644 1.924930 
1471361491.453023 -1.500812 -14.999935 -0.263900 0.023962 1.949551 
1471361491.488971 -1.500716 -14.999864 -0.199289 0.024701 1.942934 
1471361491.517589 -1.500728 -14.999926 -0.134798 0.023461 1.889767 
1471361491.550852 -1.500785 -14.999990 -0.070402 0.033388 1.874093 
1471361491.586090 -1.500737 -15.000076 -0.005977 0.064958 1.963851 
1471361491.621374 -1.500780 -15.000149 0.058467 0.065231 1.964313 
1471361491.652107 -1.500722 -15.000225 0.122907 0.036313 1.876510 
1471361491.688906 -1.500902 -14.999894 0.154089 0.028133 0.913274 
1471361491.722853 -1.500797 -14.999964 0.201752 0.090334 0.970097 
1471361491.759176 -1.501079 -14.999733 0.216563 0.021633 0.929577 
1471361491.789472 -1.501018 -14.999586 0.248273 0.031487 0.910395 
1471361491.818715 -1.500836 -14.999643 0.279764 0.017754 0.929909 
1471361491.851991 -1.500674 -14.999624 0.311546 0.008537 0.940784 
1471361491.886775 -1.500606 -14.999763 0.342744 0.007190 0.899643 
1471361491.922787 -1.500691 -14.999580 0.374285 0.014607 0.900842 
1471361491.963543 -1.500518 -14.999657 0.421309 0.008113 0.918288 
1471361491.989017 -1.500666 -14.999552 0.436537 0.008511 0.933776 
1471361492.017895 -1.500680 -14.999409 0.468170 0.008872 0.928592 
1471361492.054816 -1.500638 -14.999286 0.499354 0.007650 0.918311 
1471361492.088612 -1.500677 -14.999223 0.530854 0.028902 0.889028 
1471361492.117600 -1.500288 -14.999412 0.561944 0.028572 0.916730 
1471361492.155766 -1.500568 -14.999241 0.592779 0.015691 0.925413 
1471361492.188482 -1.500380 -14.999339 0.624503 0.043486 4.783329 
1471361492.218954 -1.500306 -14.999397 0.782364 0.049709 4.630006 
1471361492.255769 -1.500577 -14.998915 0.988804 0.039460 3.840611 
1471361492.292652 -1.500632 -14.998892 1.105956 0.039249 3.133853 
