1471359990.992682 0.000000 0.000000 0.000000 0.000000 0.000000 
1471359991.036025 0.000000 0.000000 0.000000 0.000000 0.000000 
1471359991.062551 0.000000 0.000000 0.000000 0.000000 0.000000 
1471359991.098745 0.000000 0.000000 0.000000 0.000000 0.000000 
1471359991.129233 1.240611 7.799139 -1.574080 0.000000 0.000000 
1471359991.160581 1.240611 7.799139 -1.574080 0.000002 -0.000000 
1471359991.193565 1.240553 7.799092 -1.541546 0.008195 1.940938 
1471359991.226679 1.240276 7.798997 -1.475952 0.009939 1.956036 
1471359991.260251 1.239920 7.798833 -1.410261 0.016085 1.959377 
1471359991.292476 1.239857 7.798694 -1.345567 0.005309 1.901072 
1471359991.327423 1.239832 7.798777 -1.281325 0.020736 1.874926 
1471359991.358547 1.240025 7.798957 -1.216892 0.041545 1.874948 
1471359991.396366 1.239981 7.798652 -1.152440 0.052922 1.852706 
1471359991.426171 1.240036 7.798973 -1.087674 0.039246 1.899362 
1471359991.461790 1.240384 7.798868 -1.022361 0.053995 1.955929 
1471359991.493231 1.240160 7.799036 -0.958012 0.067821 1.964661 
1471359991.527827 1.240275 7.798730 -0.893593 0.064332 1.963815 
1471359991.563078 1.240018 7.798920 -0.829141 0.065189 1.964365 
1471359991.597438 1.240172 7.798641 -0.764705 0.063974 1.963942 
1471359991.625437 1.239893 7.798798 -0.700253 0.064829 1.964341 
1471359991.659141 1.240082 7.798542 -0.635815 0.063937 1.963956 
1471359991.693209 1.239785 7.798662 -0.571363 0.064817 1.964343 
1471359991.724813 1.240005 7.798432 -0.506924 0.063964 1.963970 
1471359991.760555 1.239695 7.798513 -0.442472 0.064812 1.964339 
1471359991.794314 1.239943 7.798314 -0.378033 0.063923 1.963972 
1471359991.825695 1.239625 7.798355 -0.313581 0.064826 1.964338 
1471359991.860310 1.239896 7.798189 -0.249142 0.063913 1.963966 
1471359991.892316 1.239576 7.798188 -0.184690 0.064792 1.964338 
1471359991.928063 1.239866 7.798059 -0.120251 0.063939 1.963965 
1471359991.961592 1.239549 7.798017 -0.055799 0.064792 1.964337 
1471359991.996760 1.239853 7.797925 0.008640 0.063918 1.963964 
1471359992.028800 1.239544 7.797844 0.073092 0.064807 1.964336 
1471359992.062793 1.240003 7.797672 0.137610 0.027062 1.929930 
1471359992.096742 1.239911 7.797547 0.185496 0.016848 0.905437 
1471359992.128705 1.239995 7.797619 0.216972 0.011294 0.920786 
1471359992.158950 1.240247 7.797566 0.248596 0.026380 0.934509 
1471359992.192959 1.240243 7.797697 0.279858 0.001738 0.927530 
1471359992.229561 1.239756 7.797601 0.312082 0.024805 0.967931 
1471359992.260960 1.239620 7.797618 0.343869 0.006766 0.920933 
