1471361331.127945 0.000000 0.000000 0.000000 0.000000 0.000000 
1471361331.165442 0.000000 0.000000 0.000000 0.000000 0.000000 
1471361331.195926 0.000000 0.000000 0.000000 0.000000 0.000000 
1471361331.231781 0.000000 0.000000 0.000000 0.000000 0.000000 
1471361331.261354 -1.501052 -14.999306 -1.565885 0.000000 0.000000 
1471361331.295560 -1.501052 -14.999306 -1.565885 0.000000 -0.000000 
1471361331.331394 -1.501052 -14.999306 -1.565885 0.000000 -0.000000 
1471361331.365796 -1.500973 -14.999345 -1.532936 0.006985 1.969220 
1471361331.398374 -1.500828 -14.999406 -1.467060 0.005187 1.967083 
1471361331.431222 -1.500656 -14.999456 -1.401160 0.007018 1.969376 
1471361331.466580 -1.500771 -14.999725 -1.368313 0.022352 1.961701 
1471361331.498398 -1.501039 -15.000482 -1.269868 0.019920 1.957565 
1471361331.532856 -1.501086 -15.000747 -1.237038 0.011875 1.915310 
1471361331.568198 -1.501018 -15.000594 -1.140015 0.016571 1.900563 
1471361331.599469 -1.501062 -15.000605 -1.075601 0.016349 1.886078 
1471361331.631749 -1.501022 -15.000710 -1.011042 0.021047 1.900499 
1471361331.667013 -1.500954 -15.000380 -0.946506 0.040571 1.885183 
1471361331.695589 -1.501059 -15.000584 -0.881617 0.035282 1.902427 
1471361331.727992 -1.501106 -15.000536 -0.848954 0.044977 1.878211 
1471361331.766403 -1.501104 -15.000676 -0.784244 0.046442 1.910209 
1471361331.798632 -1.500870 -15.000588 -0.687165 0.019492 1.905235 
1471361331.828371 -1.500943 -15.000333 -0.654520 0.039259 1.936306 
1471361331.861380 -1.500668 -15.000737 -0.589893 0.033081 1.947160 
1471361331.898851 -1.500594 -15.000611 -0.492691 0.024125 1.941565 
1471361331.928464 -1.500606 -15.000621 -0.460342 0.019464 1.942383 
1471361331.962151 -1.500378 -15.000567 -0.395439 0.038344 1.897964 
1471361331.994789 -1.500486 -15.000358 -0.330531 0.018395 1.942673 
1471361332.032641 -1.500393 -15.000070 -0.233070 0.018953 1.942658 
1471361332.062298 -1.500402 -15.000082 -0.200709 0.018279 1.942720 
1471361332.098705 -1.500347 -14.999784 -0.103247 0.018898 1.942675 
1471361332.132227 -1.500180 -14.999650 -0.038335 0.018252 1.942723 
1471361332.161587 -1.500164 -14.999661 -0.005974 0.018904 1.942674 
1471361332.197805 -1.500189 -14.999341 0.091489 0.018266 1.942730 
1471361332.230214 -1.500308 -14.999197 0.139642 0.029346 0.930001 
1471361332.261746 -1.500616 -14.999090 0.155766 0.023829 0.920257 
1471361332.294818 -1.500545 -14.999108 0.187277 0.025821 0.967640 
1471361332.328486 -1.501106 -14.998801 0.219791 0.024903 0.966886 
1471361332.364806 -1.501911 -14.998432 0.268580 0.022000 0.969791 
1471361332.398604 -1.502416 -14.998217 0.301152 0.022030 0.969465 
1471361332.430636 -1.502933 -14.998026 0.333714 0.023016 0.968381 
1471361332.465129 -1.502728 -14.997822 0.365558 0.003547 0.926594 
1471361332.498166 -1.502648 -14.997858 0.396792 0.009640 0.900884 
1471361332.528803 -1.502621 -14.997834 0.412484 0.004702 0.922593 
1471361332.564804 -1.502656 -14.997668 0.459946 0.033576 0.944219 
1471361332.596910 -1.502526 -14.997743 0.475471 0.023516 0.902235 
1471361332.650901 -1.502641 -14.998091 0.506803 0.021570 0.918504 
1471361332.662701 -1.502687 -14.998033 0.538146 0.010925 0.925647 
1471361332.699374 -1.502812 -14.998013 0.584994 0.021421 0.884997 
1471361332.733654 -1.502797 -14.997953 0.681950 0.042618 4.864828 
1471361332.761689 -1.503039 -14.998045 0.762935 0.072433 4.398882 
1471361332.797535 -1.503092 -14.997921 0.901994 0.025373 3.919550 
1471361332.832307 -1.503486 -14.997901 1.089546 0.047164 3.239175 
1471361332.865247 -1.503466 -14.997947 1.182954 0.038990 2.313444 
1471361332.905765 -1.503431 -14.998036 1.253231 0.044565 1.892289 
1471361332.934419 -1.503826 -14.997963 1.310719 0.023179 1.538840 
1471361332.969841 -1.504096 -14.998051 1.336686 0.024147 1.547077 
1471361332.997612 -1.504634 -14.998260 1.379144 0.021367 1.261434 
1471361333.029009 -1.504984 -14.998213 1.418938 0.007355 0.884715 
1471361333.068963 -1.505032 -14.998137 1.449097 0.006924 0.692947 
1471361333.095481 -1.505064 -14.998164 1.472863 0.007792 0.536053 
1471361333.132231 -1.505025 -14.998143 1.498616 0.002866 0.418758 
1471361333.167098 -1.504929 -14.998228 1.511352 0.005238 0.303577 
1471361333.197502 -1.504895 -14.998315 1.520800 0.006963 0.231644 
1471361333.230602 -1.504807 -14.998241 1.528381 0.008404 0.182633 
1471361333.265351 -1.504809 -14.998212 1.531813 0.002301 0.169757 
1471361333.295889 -1.504815 -14.998161 1.537957 0.001972 0.169471 
1471361333.328441 -1.504810 -14.998118 1.542478 0.002001 0.105328 
1471361333.361781 -1.504817 -14.998047 1.546087 0.003405 0.082053 
1471361333.408409 -1.504832 -14.997917 1.550327 0.003325 0.064031 
1471361333.431759 -1.504842 -14.997832 1.552601 0.003214 0.042898 
1471361333.464070 -1.504846 -14.997790 1.553562 0.003123 0.031568 
1471361333.505615 -1.504858 -14.997667 1.555877 0.003123 0.031566 
1471361333.562104 -1.504863 -14.997626 1.556649 0.003121 0.031564 
1471361333.563171 -1.504863 -14.997626 1.556649 0.003121 0.031564 
1471361333.598192 -1.504879 -14.997462 1.559735 0.003120 0.031563 
1471361333.628199 -1.504888 -14.997380 1.561278 0.003120 0.031562 
1471361333.664328 -1.504901 -14.997257 1.563592 0.003118 0.031561 
1471361333.699320 -1.504910 -14.997175 1.565135 0.003117 0.031559 
1471361333.728795 -1.504915 -14.997134 1.565907 0.003116 0.031559 
1471361333.762760 -1.504924 -14.997052 1.567450 0.003115 0.031558 
1471361333.799977 -1.504938 -14.996929 1.569764 0.003114 0.031557 
1471361333.830576 -1.504948 -14.996847 1.571307 0.003114 0.031556 
1471361333.861328 -1.504952 -14.996806 1.572078 0.003114 0.031556 
1471361333.897212 -1.504967 -14.996683 1.574393 0.003114 0.031556 
1471361333.932137 -1.504977 -14.996601 1.575935 0.003114 0.031556 
1471361333.961459 -1.505018 -14.996784 1.577110 0.004316 0.028807 
1471361333.996380 -1.505101 -14.996706 1.578593 0.004340 0.029228 
1471361334.038222 -1.505227 -14.996592 1.580820 0.004347 0.029206 
